,Company,Security,GICS Sector,GICS Sub-Industry,Founded,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year,Month,Day,Date
14398,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,174.86,189.72,171.21,189.2,16121200,0,0,2021,12,1,2021/12/01
14399,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,188.62,198.41,186.71,192.72,20312700,0,0,2022,1,1,2022/01/01
14400,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,192.94,203.23,188.83,197.79,21754800,0.901,0,2022,2,1,2022/02/01
14401,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,198.62,214.62,198.2,212.79,23457000,0,0,2022,3,1,2022/03/01
14402,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,212.99,227.5,210.32,221.77,21286000,0,0,2022,4,1,2022/04/01
14403,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,222.71,225.57,197.85,207.96,27788600,0.901,0,2022,5,1,2022/05/01
14404,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,209.15,219.66,198.92,212.27,23783900,0,0,2022,6,1,2022/06/01
14405,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,212.5,228.45,211.21,224.9,18166200,0,0,2022,7,1,2022/07/01
14406,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,224.48,231.41,219.95,221.65,16818100,1.036,0,2022,8,1,2022/08/01
14407,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,221.95,227.67,215.72,218.49,18138100,0,0,2022,9,1,2022/09/01
14408,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,220.07,239.28,217.2,236.62,18116900,0,0,2022,10,1,2022/10/01
14409,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,236.24,238.35,209.59,233.06,24848000,1.036,0,2022,11,1,2022/11/01
14410,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,234.57,241.58,228.83,230.56,16059800,0,0,2022,12,1,2022/12/01
14411,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,229.43,229.81,212.12,223.62,20540900,0,0,2023,1,1,2023/01/01
14412,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,221.36,243.31,221.36,237.28,22815300,1.036,0,2023,2,1,2023/02/01
14413,HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,1894,236.32,255.05,234.01,254.41,23405900,0,0,2023,3,1,2023/03/01
14414,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,44,50.88,43.13,46.33,91394500,0,0,2018,1,1,2018/01/01
14415,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,46.38,47.07,37.03,41.66,102169200,0,0,2018,2,1,2018/02/01
14416,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,41.6,46.96,40.55,46.43,84016600,0.25,0,2018,3,1,2018/03/01
14417,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,46.32,54.91,43.81,52.54,97314500,0,0,2018,4,1,2018/04/01
14418,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,52.18,60.74,51.79,55.7,84236000,0,0,2018,5,1,2018/05/01
14419,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,55.93,63.06,54.45,61.67,79404000,0.25,0,2018,6,1,2018/06/01
14420,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,60.97,65.85,57.41,60.75,63053300,0,0,2018,7,1,2018/07/01
14421,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,59.96,63.52,55.9,62.34,57265600,0,0,2018,8,1,2018/08/01
14422,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,62.42,68.57,56.76,66.26,57587300,0.25,0,2018,9,1,2018/09/01
14423,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,66.8,69.52,51.22,53.34,83693700,0,0,2018,10,1,2018/10/01
14424,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,53.81,56.95,48.59,50.08,72025000,0,0,2018,11,1,2018/11/01
14425,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,52.17,53.15,33.07,37.63,109308000,0.25,0,2018,12,1,2018/12/01
14426,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,36.69,51.71,36.49,50.42,114788500,0,0,2019,1,1,2019/01/01
14427,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,50.98,55.96,47.71,54.02,64005800,0,0,2019,2,1,2019/02/01
14428,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,54.4,57.82,50.66,56.24,69177900,0.25,0,2019,3,1,2019/03/01
14429,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,57.28,64.02,55.45,60.13,72609400,0,0,2019,4,1,2019/04/01
14430,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,60.37,62.57,52.12,52.38,61467300,0,0,2019,5,1,2019/05/01
14431,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,52.8,61.92,50.25,59.61,67524700,0.25,0,2019,6,1,2019/06/01
14432,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,61.53,63.3,55.25,61.07,58820900,0,0,2019,7,1,2019/07/01
14433,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,59.57,61.87,52.39,59.29,62407500,0,0,2019,8,1,2019/08/01
14434,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,57.78,66.92,56.07,56.96,68355800,0.25,0,2019,9,1,2019/09/01
14435,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,57.84,64.98,55.13,62.17,53086000,0,0,2019,10,1,2019/10/01
14436,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,63.12,70.07,58.14,58.71,53481600,0,0,2019,11,1,2019/11/01
14437,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,59.14,64.25,56.47,63.17,44443700,0.25,0,2019,12,1,2019/12/01
14438,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,64.08,68.02,53.26,53.7,61499500,0,0,2020,1,1,2020/01/01
14439,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,54.01,61.68,49.25,53.33,66909700,0,0,2020,2,1,2020/02/01
14440,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,53.99,56.05,24.74,31.61,139670700,0.25,0,2020,3,1,2020/03/01
14441,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,30.79,48.21,29.25,46.53,81737900,0,0,2020,4,1,2020/04/01
14442,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,45.23,47.88,38.55,45.41,47604700,0,0,2020,5,1,2020/05/01
14443,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,45.52,57.42,44.25,49.56,59511000,0.25,0,2020,6,1,2020/06/01
14444,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,49.73,50.86,42.33,47.32,48181400,0,0,2020,7,1,2020/07/01
14445,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,47.42,54.67,43.93,44.27,40353600,0,0,2020,8,1,2020/08/01
14446,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,43.94,46,36.82,39.35,53672000,0.25,0,2020,9,1,2020/09/01
14447,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,38.68,39.23,33.67,35.99,48534800,0,0,2020,10,1,2020/10/01
14448,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,36.57,52.68,34.73,45.63,51981700,0,0,2020,11,1,2020/11/01
14449,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,47.29,56.33,45.55,51.05,45022500,0.25,0,2020,12,1,2020/12/01
14450,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,52.31,62.97,51.14,52.43,37596800,0,0,2021,1,1,2021/01/01
14451,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,53.45,68.48,51.9,63.65,43688000,0,0,2021,2,1,2021/02/01
14452,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,64.41,74.06,62.76,68.73,55674900,0.25,0,2021,3,1,2021/03/01
14453,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,69.93,76.28,64.69,72.63,46904800,0,0,2021,4,1,2021/04/01
14454,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,73.8,84.75,73.44,81.71,39925900,0,0,2021,5,1,2021/05/01
14455,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,84.5,88.79,80.84,85.12,42261200,0.25,0,2021,6,1,2021/06/01
14456,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,87.72,88.29,70.8,74.72,38671400,0,0,2021,7,1,2021/07/01
14457,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,75.06,76.17,60.54,67.2,42888700,0,0,2021,8,1,2021/08/01
14458,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,67.13,79.02,64.71,76.35,49281600,0.25,0,2021,9,1,2021/09/01
14459,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,77.13,91.02,77.03,81,48302200,0,0,2021,10,1,2021/10/01
14460,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,82.28,85.24,72.39,73.1,37263000,0,0,2021,11,1,2021/11/01
14461,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,75.4,80.7,67.02,72.62,41565400,0.25,0,2021,12,1,2021/12/01
14462,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,72.73,93.09,72.46,90.83,67679900,0,0,2022,1,1,2022/01/01
14463,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,89.73,100.04,87.68,99.46,57168300,0,0,2022,2,1,2022/02/01
14464,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,100.27,108.96,88.38,105.34,71252000,0.375,0,2022,3,1,2022/03/01
14465,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,106.07,115.65,97.58,101.82,40908400,0,0,2022,4,1,2022/04/01
14466,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,100.45,127.84,98.81,121.58,49546700,0,0,2022,5,1,2022/05/01
14467,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,123.41,129.85,96.92,104.66,62381100,0.375,0,2022,6,1,2022/06/01
14468,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,106.37,112.58,89.52,111.45,39806300,0,0,2022,7,1,2022/07/01
14469,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,109.19,127.91,97.38,119.69,32022900,0,0,2022,8,1,2022/08/01
14470,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,117.24,129.09,99.43,108.01,45547900,0.375,0,2022,9,1,2022/09/01
14471,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,112.71,146.63,112.71,140.23,46192800,0,0,2022,10,1,2022/10/01
14472,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,143.22,148.92,133.59,143.04,43796500,0,0,2022,11,1,2022/11/01
14473,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,144.85,146.64,128.23,140.96,30848200,0.375,0,2022,12,1,2022/12/01
14474,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,139.58,159.99,130.16,149.67,34092600,0,0,2023,1,1,2023/01/01
14475,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,148.75,149.08,132.64,134.26,34688100,0,0,2023,2,1,2023/02/01
14476,HES,Hess Corporation,Energy,Integrated Oil & Gas,1919,134.85,141.66,113.45,131.91,44895800,0.438,0,2023,3,1,2023/03/01
14477,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,12.15,14.37,12.11,13.81,225785000,0,0,2018,1,1,2018/01/01
14478,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.81,16.1,12.34,15.65,298266500,0,0,2018,2,1,2018/02/01
14479,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,15.74,16.4,14.65,14.77,261937000,0.075,0,2018,3,1,2018/03/01
14480,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,14.77,15.11,14.04,14.41,242346600,0,0,2018,4,1,2018/04/01
14481,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,14.36,15.06,12.78,12.88,296193200,0,0,2018,5,1,2018/05/01
14482,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,12.96,13.67,12.23,12.35,263079600,0.113,0,2018,6,1,2018/06/01
14483,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,12.34,13.75,12.31,13.14,161219000,0,0,2018,7,1,2018/07/01
14484,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.13,14.97,13.04,14.07,223515300,0,0,2018,8,1,2018/08/01
14485,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.98,14.7,13.76,13.88,204251200,0.113,0,2018,9,1,2018/09/01
14486,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,14.03,14.59,12.31,13.07,217893400,0,0,2018,10,1,2018/10/01
14487,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.06,14.16,12.35,12.86,237274600,0,0,2018,11,1,2018/11/01
14488,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.08,13.94,10.36,11.32,276520300,0.113,0,2018,12,1,2018/12/01
14489,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,11.19,13.7,11.17,13.47,232053500,0,0,2019,1,1,2019/01/01
14490,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.55,14.66,13.44,14.15,201758800,0,0,2019,2,1,2019/02/01
14491,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,14.29,14.29,13,13.33,268061600,0.113,0,2019,3,1,2019/03/01
14492,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.53,14.54,13.51,13.75,177006800,0,0,2019,4,1,2019/04/01
14493,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.88,13.98,11.82,11.94,241478400,0,0,2019,5,1,2019/05/01
14494,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,11.95,13.24,11.79,13.01,186795600,0.113,0,2019,6,1,2019/06/01
14495,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.36,13.58,12.48,12.6,169643700,0,0,2019,7,1,2019/07/01
14496,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,12.57,12.9,10.98,12.12,234029700,0,0,2019,8,1,2019/08/01
14497,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,11.99,13.55,11.73,13.3,211517800,0.113,0,2019,9,1,2019/09/01
14498,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.53,14.62,12.21,14.5,184619600,0,0,2019,10,1,2019/10/01
14499,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,14.23,15.54,13.92,13.99,190627600,0,0,2019,11,1,2019/11/01
14500,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.99,14.54,13.58,14.01,168691500,0.12,0,2019,12,1,2019/12/01
14501,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,14.25,14.41,12.3,12.4,195572100,0,0,2020,1,1,2020/01/01
14502,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,12.52,13.52,10.74,11.39,173105200,0,0,2020,2,1,2020/02/01
14503,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,11.39,11.87,6.62,8.64,343920600,0.12,0,2020,3,1,2020/03/01
14504,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,8.24,9.72,8.06,9.05,196283600,0,0,2020,4,1,2020/04/01
14505,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,8.83,9.41,7.76,8.74,227683100,0,0,2020,5,1,2020/05/01
14506,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,8.7,10.54,8.07,8.76,319610400,0.12,0,2020,6,1,2020/06/01
14507,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,8.84,9.05,8.14,8.98,219142900,0,0,2020,7,1,2020/07/01
14508,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,8.98,9.64,8.29,8.79,212761400,0,0,2020,8,1,2020/08/01
14509,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,8.79,9.19,8.03,8.52,239456800,0.12,0,2020,9,1,2020/09/01
14510,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,8.68,9.28,7.63,7.96,218305500,0,0,2020,10,1,2020/10/01
14511,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,8.1,10.76,7.96,10.17,242105300,0,0,2020,11,1,2020/11/01
14512,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,10.26,11.39,10.13,10.91,222413400,0.12,0,2020,12,1,2020/12/01
14513,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,11.07,12.23,10.73,11.48,185337500,0,0,2021,1,1,2021/01/01
14514,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,11.56,13.85,11.33,13.54,196739400,0,0,2021,2,1,2021/02/01
14515,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.79,15.01,12.54,14.64,296171000,0.12,0,2021,3,1,2021/03/01
14516,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,14.8,15.57,14.57,15.02,258307900,0,0,2021,4,1,2021/04/01
14517,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,15.04,15.7,14.65,14.97,171477900,0,0,2021,5,1,2021/05/01
14518,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,15.14,15.3,13.42,13.67,211384000,0.12,0,2021,6,1,2021/06/01
14519,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.91,14,12.74,13.7,185197100,0,0,2021,7,1,2021/07/01
14520,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.79,14.69,13.49,14.61,145396900,0,0,2021,8,1,2021/08/01
14521,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,14.65,15.02,12.28,13.47,245278800,0.12,0,2021,9,1,2021/09/01
14522,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.66,14.95,13.64,13.96,223480800,0,0,2021,10,1,2021/10/01
14523,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,14.03,15.2,13.44,13.67,204887700,0,0,2021,11,1,2021/11/01
14524,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.37,15.45,13.21,15.03,240441100,0.12,0,2021,12,1,2021/12/01
14525,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,15.26,16.9,14.79,15.68,239449000,0,0,2022,1,1,2022/01/01
14526,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,15.71,17.05,14.84,15.29,183855800,0,0,2022,2,1,2022/02/01
14527,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,15.31,16.95,14.66,16.04,270673400,0.12,0,2022,3,1,2022/03/01
14528,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,16.33,16.33,14.56,14.91,183459800,0,0,2022,4,1,2022/04/01
14529,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,14.9,16.25,13.09,15.09,275801300,0,0,2022,5,1,2022/05/01
14530,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,15.29,15.51,12.63,12.83,229076100,0.12,0,2022,6,1,2022/06/01
14531,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,12.89,13.98,12.09,13.89,178666700,0,0,2022,7,1,2022/07/01
14532,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.76,14.82,13.2,13.26,248446700,0,0,2022,8,1,2022/08/01
14533,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,13.17,13.48,11.61,11.68,277774400,0.12,0,2022,9,1,2022/09/01
14534,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,11.98,14.24,11.83,14.04,315166900,0,0,2022,10,1,2022/10/01
14535,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,14.17,16.59,13.35,16.51,298111100,0,0,2022,11,1,2022/11/01
14536,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,16.13,16.66,15.13,15.71,272144700,0.12,0,2022,12,1,2022/12/01
14537,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,15.95,17.1,15.51,15.99,287730200,0,0,2023,1,1,2023/01/01
14538,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,15.98,16.59,15.32,15.48,238510400,0,0,2023,2,1,2023/02/01
14539,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,15.52,15.91,13.54,15.79,333855300,0.12,0,2023,3,1,2023/03/01
14540,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,78.68,86.35,77.33,83.94,37636600,0,0,2018,1,1,2018/01/01
14541,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,83.63,85.37,76.01,79.18,56135100,0,0,2018,2,1,2018/02/01
14542,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,78.9,80.89,75.54,77.19,43084400,0.15,0,2018,3,1,2018/03/01
14543,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,77.29,81.61,73.26,77.41,153866900,0,0,2018,4,1,2018/04/01
14544,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,77.33,83.14,77.02,79.24,57767800,0.15,0,2018,5,1,2018/05/01
14545,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,79.76,83.49,75.53,77.86,59467400,0,0,2018,6,1,2018/06/01
14546,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,77.2,82.12,75.81,77.37,66900800,0,0,2018,7,1,2018/07/01
14547,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,77.9,78.17,73.61,76.35,61423200,0.15,0,2018,8,1,2018/08/01
14548,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,76.51,80.99,74.07,79.61,59703500,0,0,2018,9,1,2018/09/01
14549,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,80.16,80.16,62.84,70.14,125260400,0,0,2018,10,1,2018/10/01
14550,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,70.45,75.97,68.54,74.45,73482800,0.15,0,2018,11,1,2018/11/01
14551,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,76.03,77.2,64.82,70.91,57624900,0,0,2018,12,1,2018/12/01
14552,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,69.81,74.26,66.35,73.55,65396500,0,0,2019,1,1,2019/01/01
14553,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,73.49,84.8,72.57,82.07,56896200,0.15,0,2019,2,1,2019/02/01
14554,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,83.04,86.16,80.79,82.23,49823200,0,0,2019,3,1,2019/03/01
14555,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,83.05,88.39,82.64,86.06,48319100,0,0,2019,4,1,2019/04/01
14556,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,89.89,93.63,87.02,88.49,52784800,0.15,0,2019,5,1,2019/05/01
14557,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,88.34,96.85,87.11,96.85,34574100,0,0,2019,6,1,2019/06/01
14558,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,98.1,100.22,91.65,95.68,49374600,0,0,2019,7,1,2019/07/01
14559,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,95.57,96.4,89.37,91.53,40977600,0.15,0,2019,8,1,2019/08/01
14560,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,90.48,96.76,90.04,92.42,31084900,0,0,2019,9,1,2019/09/01
14561,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,92.75,97.88,88.31,96.24,43714800,0,0,2019,10,1,2019/10/01
14562,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,97.12,105.63,95.43,104.22,27849000,0.15,0,2019,11,1,2019/11/01
14563,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,104.43,112.12,102.15,110.25,32165300,0,0,2019,12,1,2019/12/01
14564,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,110.49,113.28,102.91,107.16,44199900,0,0,2020,1,1,2020/01/01
14565,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,107.89,114.79,92.15,96.62,53650900,0.15,0,2020,2,1,2020/02/01
14566,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,96.61,98.08,44.1,67.94,190763100,0,0,2020,3,1,2020/03/01
14567,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,64.71,81.38,53.46,75.37,109101800,0,0,2020,4,1,2020/04/01
14568,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,72.79,85.2,62.19,78.96,87995400,0,0,2020,5,1,2020/05/01
14569,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,79.3,93.3,69.52,73.12,90329000,0,0,2020,6,1,2020/06/01
